trades,wins,losses,win_rate,tp_hits,sl_hits,long_trades,short_trades,avg_R,median_R,avg_win_R,avg_loss_R,expectancy_R,profit_factor,net_profit,return_pct,max_drawdown_abs,max_drawdown_pct,avg_drawdown_abs,equity_final,sharpe_R,avg_hold_bars,median_hold_bars,R_std,R_skew,R_kurtosis,R_95pct,R_05pct,CAGR,MAR,profit_per_trade,risk_of_ruin,ny_session_win_rate,zone_OB_trades,zone_OB_win_rate,bias_aligned_win_rate,displacement_atr_mult,sweep_lookback,cosd_prior_break_bars,rr_tp_alt,max_pullback_candles,variant_id,signals,trades_pct_of_signals
5,1,4,0.2,1,4,3,2,-0.5472333678424409,-1.0,1.2638331607877955,1.0,-0.5472333678424409,0.39504565849874956,-134.72003776127337,-26.94400755225468,-169.5485038980782,-37.94271131412377,-84.30843248779038,365.2799622387266,-1.2086433252263347,2.2,1.0,1.0124169674479444,2.2360679774997894,5.0,0.811066528630236,-1.0,-0.9999999999996452,-2.635552298096857,-26.944007552254675,1.0,,5,0.2,,1.0,20,1,2.0,7,41,5,1.0
5,1,4,0.2,1,4,3,2,-0.5472333678424409,-1.0,1.2638331607877955,1.0,-0.5472333678424409,0.39504565849874956,-134.72003776127337,-26.94400755225468,-169.5485038980782,-37.94271131412377,-84.30843248779038,365.2799622387266,-1.2086433252263347,2.2,1.0,1.0124169674479444,2.2360679774997894,5.0,0.811066528630236,-1.0,-0.9999999999996452,-2.635552298096857,-26.944007552254675,1.0,,5,0.2,,1.0,20,1,2.5,7,54,5,1.0
5,1,4,0.2,1,4,3,2,-0.5472333678424409,-1.0,1.2638331607877955,1.0,-0.5472333678424409,0.39504565849874956,-134.72003776127337,-26.94400755225468,-169.5485038980782,-37.94271131412377,-84.30843248779038,365.2799622387266,-1.2086433252263347,2.2,1.0,1.0124169674479444,2.2360679774997894,5.0,0.811066528630236,-1.0,-0.9999999999996452,-2.635552298096857,-26.944007552254675,1.0,,5,0.2,,1.0,20,1,2.5,5,55,5,1.0
5,1,4,0.2,1,4,3,2,-0.5472333678424409,-1.0,1.2638331607877955,1.0,-0.5472333678424409,0.39504565849874956,-134.72003776127337,-26.94400755225468,-169.5485038980782,-37.94271131412377,-84.30843248779038,365.2799622387266,-1.2086433252263347,2.2,1.0,1.0124169674479444,2.2360679774997894,5.0,0.811066528630236,-1.0,-0.9999999999996452,-2.635552298096857,-26.944007552254675,1.0,,5,0.2,,1.0,20,1,1.5,5,57,5,1.0
5,1,4,0.2,1,4,3,2,-0.5472333678424409,-1.0,1.2638331607877955,1.0,-0.5472333678424409,0.39504565849874956,-134.72003776127337,-26.94400755225468,-169.5485038980782,-37.94271131412377,-84.30843248779038,365.2799622387266,-1.2086433252263347,2.2,1.0,1.0124169674479444,2.2360679774997894,5.0,0.811066528630236,-1.0,-0.9999999999996452,-2.635552298096857,-26.944007552254675,1.0,,5,0.2,,1.0,20,1,1.5,7,97,5,1.0
4,0,4,0.0,0,4,2,2,-1.0,-1.0,0.0,1.0,-1.0,0.0,-200.15518065400406,-40.03103613080082,-147.00912974162657,-32.89869767108177,-71.951549363006,299.84481934599586,,1.0,1.0,0.0,,,-1.0,-1.0,-1.0,-3.0396340000990625,-50.038795163501014,,,4,0.0,,0.8,20,2,1.5,5,1,4,1.0
3,0,3,0.0,0,3,3,0,-1.0,-1.0,0.0,1.0,-1.0,0.0,-167.87941753003037,-33.575883506006086,-111.07286029937109,-25.06193674827874,-55.959805843343474,332.1205824699696,,3.0,4.0,0.0,,0.0,-1.0,-1.0,-0.9999999999999999,-3.9901146110293335,-55.95980584334345,,,3,0.0,,0.8,15,1,2.5,3,2,3,1.0
4,0,4,0.0,0,4,2,2,-1.0,-1.0,0.0,1.0,-1.0,0.0,-200.15518065400406,-40.03103613080082,-147.00912974162657,-32.89869767108177,-71.951549363006,299.84481934599586,,1.0,1.0,0.0,,,-1.0,-1.0,-1.0,-3.0396340000990625,-50.038795163501014,,,4,0.0,,0.8,20,2,2.5,7,6,4,1.0
5,0,5,0.0,0,5,3,2,-1.0,-1.0,0.0,1.0,-1.0,0.0,-274.16988637710284,-54.83397727542059,-221.02383546472532,-49.46220927799954,-111.64020791054335,225.8301136228971,,2.2,1.0,0.0,,,-1.0,-1.0,-1.0,-2.021745519654322,-54.833977275420565,,,5,0.0,,0.8,20,1,2.5,7,7,5,1.0
3,0,3,0.0,0,3,0,3,-1.0,-1.0,0.0,1.0,-1.0,0.0,-201.96813938542803,-40.393627877085606,-148.82208847305043,-33.30441384190795,-72.71544426765355,298.031860614572,,1.3333333333333333,1.0,0.0,,0.0,-1.0,-1.0,-1.0,-3.0026050142989447,-67.32271312847601,,,3,0.0,,1.2,20,2,2.0,5,8,3,1.0
5,0,5,0.0,0,5,3,2,-1.0,-1.0,0.0,1.0,-1.0,0.0,-274.16988637710284,-54.83397727542059,-221.02383546472532,-49.46220927799954,-111.64020791054335,225.8301136228971,,2.2,1.0,0.0,,,-1.0,-1.0,-1.0,-2.021745519654322,-54.833977275420565,,,5,0.0,,0.8,20,1,2.0,5,9,5,1.0
1,0,1,0.0,0,1,0,1,-1.0,-1.0,0.0,1.0,-1.0,0.0,-69.32424432991024,-13.864848865982049,0.0,0.0,0.0,430.67575567008976,,1.0,1.0,0.0,0.0,0.0,-1.0,-1.0,,,-69.32424432991024,,,1,0.0,,1.2,30,1,2.5,5,10,1,1.0
2,0,2,0.0,0,2,0,2,-1.0,-1.0,0.0,1.0,-1.0,0.0,-138.6484886598205,-27.729697731964098,-69.32424432991024,-16.096621046626698,-34.66212216495512,361.3515113401795,,1.0,1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-6.2124839561254745,-69.32424432991024,,,2,0.0,,1.2,15,1,1.5,3,11,2,1.0
4,0,4,0.0,0,4,3,1,-1.0,-1.0,0.0,1.0,-1.0,0.0,-221.0238354647253,-44.204767092945076,-164.21727823406604,-37.0531831897009,-82.74370265751992,278.9761645352746,,2.5,2.5,0.0,,,-1.0,-1.0,-1.0,-2.698823458379561,-55.255958866181324,,,4,0.0,,0.8,15,1,2.5,7,12,4,1.0
4,0,4,0.0,0,4,3,1,-1.0,-1.0,0.0,1.0,-1.0,0.0,-221.0238354647253,-44.204767092945076,-164.21727823406604,-37.0531831897009,-82.74370265751992,278.9761645352746,,2.5,2.5,0.0,,,-1.0,-1.0,-1.0,-2.698823458379561,-55.255958866181324,,,4,0.0,,0.8,15,1,2.5,5,13,4,1.0
5,0,5,0.0,0,5,3,2,-1.0,-1.0,0.0,1.0,-1.0,0.0,-274.16988637710284,-54.83397727542059,-221.02383546472532,-49.46220927799954,-111.64020791054335,225.8301136228971,,2.2,1.0,0.0,,,-1.0,-1.0,-1.0,-2.021745519654322,-54.833977275420565,,,5,0.0,,0.8,20,1,2.0,7,14,5,1.0
2,0,2,0.0,0,2,0,2,-1.0,-1.0,0.0,1.0,-1.0,0.0,-122.47029524228782,-24.49405904845756,-69.32424432991024,-15.513848422164584,-34.66212216495512,377.5297047577122,,1.0,1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-6.445853877051572,-61.23514762114391,,,2,0.0,,1.2,20,1,2.0,3,17,2,1.0
1,0,1,0.0,0,1,0,1,-1.0,-1.0,0.0,1.0,-1.0,0.0,-69.32424432991024,-13.864848865982049,0.0,0.0,0.0,430.67575567008976,,1.0,1.0,0.0,0.0,0.0,-1.0,-1.0,,,-69.32424432991024,,,1,0.0,,1.2,30,2,2.5,5,18,1,1.0
3,0,3,0.0,0,3,0,3,-1.0,-1.0,0.0,1.0,-1.0,0.0,-201.96813938542803,-40.393627877085606,-148.82208847305043,-33.30441384190795,-72.71544426765355,298.031860614572,,1.3333333333333333,1.0,0.0,,0.0,-1.0,-1.0,-1.0,-3.0026050142989447,-67.32271312847601,,,3,0.0,,1.2,20,2,2.5,7,19,3,1.0
2,0,2,0.0,0,2,2,0,-1.0,-1.0,0.0,1.0,-1.0,0.0,-93.86471180693157,-18.772942361386324,-46.932355903465805,-10.35879664217779,-23.466177951732902,406.1352881930684,,1.0,1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-9.653630962580266,-46.93235590346578,,,2,0.0,,0.8,30,2,2.0,7,20,2,1.0
1,0,1,0.0,0,1,0,1,-1.0,-1.0,0.0,1.0,-1.0,0.0,-69.32424432991024,-13.864848865982049,0.0,0.0,0.0,430.67575567008976,,1.0,1.0,0.0,0.0,0.0,-1.0,-1.0,,,-69.32424432991024,,,1,0.0,,1.2,30,2,1.5,5,21,1,1.0
2,0,2,0.0,0,2,0,2,-1.0,-1.0,0.0,1.0,-1.0,0.0,-138.6484886598205,-27.729697731964098,-69.32424432991024,-16.096621046626698,-34.66212216495512,361.3515113401795,,1.0,1.0,0.0,0.0,0.0,-1.0,-1.0,-1.0,-6.2124839561254745,-69.32424432991024,,,2,0.0,,1.2,15,1,2.5,3,24,2,1.0
4,0,4,0.0,0,4,3,1,-1.0,-1.0,0.0,1.0,-1.0,0.0,-221.0238354647253,-44.204767092945076,-164.21727823406604,-37.0531831897009,-82.74370265751992,278.9761645352746,,2.5,2.5,0.0,,,-1.0,-1.0,-1.0,-2.698823458379561,-55.255958866181324,,,4,0.0,,0.8,15,1,1.5,5,26,4,1.0
3,0,3,0.0,0,3,3,0,-1.0,-1.0,0.0,1.0,-1.0,0.0,-167.87941753003037,-33.575883506006086,-111.07286029937109,-25.06193674827874,-55.959805843343474,332.1205824699696,,3.0,4.0,0.0,,0.0,-1.0,-1.0,-0.9999999999999999,-3.9901146110293335,-55.95980584334345,,,3,0.0,,0.8,30,1,2.0,5,27,3,1.0
